Vishant,0,4
Varun,1000,7
Cosby,400,5
Austin,300,2
roger,0,4
nhgfnhfh,3300,6
ded,300,4
lml,0,4
ewidfklv,0,4
rrrefger,3100,4
sadfgfhg,1900,4
michael,0,4
wefgr,400,8
fdg,0,8
ernj,300,4
redg,0,4
edsfg,0,4
oifkl,0,4
roer,0,4
heoeuoe,0,4
rrrrr,0,4
ertyui,0,4
eewdsfjk,0,4
oger,600,4
rog,400,4
sadfg,300,4
rtoger,0,4
roiger,400,4
erg,0,4
r,0,4
eroger,0,4
e,0,8
ewrr,0,4
fghj,0,8
